ID,Title,Automation Type,Created By,Created On,Estimate,Expected Result,Forecast,Milestone,Preconditions,Priority,References,Section,Section Depth,Section Description,Steps,Steps Separated,Steps Separated (Expected Result),Steps Separated (Step),Suite,Suite ID,Type,Updated By,Updated On
C34667176,FTS - Tokyo Series game specific text,,Greg Caron,2/14/25 17:22,,"THEN the row that contains Where to Watch details will be pre-pended with ?Tokyo series?
AND Where to Watch details will follow, assuming both are available to display (e.g. ""Tokyo Series - Watch On: XYZ, ABC"")
AND it will be localized as ""Juego de Exhibición en Tokio""",,,GIVEN a Tokyo Series gamepk has been configured to get the specific text (in AppConfig or Properties),2 - Medium Priority,"MLBAPP-3095, MLBAPP-3096",Home Surface/Team Snapshot Module/Matchup,1,,WHEN the game is live in GDM,,,,Home Feed,S497381,Manual,Greg Caron,2/14/25 17:56
C31038620,Series status display in Broadcast info bar,,Greg Caron,7/19/23 11:01,,"THEN the value will be rendered in the Favorite Team Snapshot to the left of the broadcaster call letters on a single line
AND it will be truncated on the right if it does not fit with the broadcaster info",,,GIVEN a game,2 - Medium Priority,"HOME-754, HOME-933",Home Surface/Team Snapshot Module/Broadcaster Info,1,,WHEN seriesStatusString is available,,,,Home Feed,S497381,Manual,Greg Caron,9/13/24 17:30
C30011208,Broadcaster info bar including accessibility,,Greg Caron,1/25/23 12:40,,,,,"GIVEN a user viewing the team snapshot matchup
AND the game is in Preview, Warmup or Live",2 - Medium Priority,"HOME-269, HOME-865, HOME-907",Home Surface/Team Snapshot Module/Broadcaster Info,1,,,"1. WHEN broadcaster information is available for a game
Expected Result:
THEN the broadcast information bar will display
AND it will show the broadcaster of the game, ex. ESPN
AND the accessibility string should read ""Watch on {broadcasters}""  |  ""Ver en {broadcasters}""
2. WHEN broadcaster information is not available for a game
Expected Result:
THEN a dash ""-"" will display instead of broadcaster info
AND the accessibility string should read ""Broadcasters not available"" | ""Transmisión no disponible""","1. THEN the broadcast information bar will display
AND it will show the broadcaster of the game, ex. ESPN
AND the accessibility string should read ""Watch on {broadcasters}""  |  ""Ver en {broadcasters}""
2. THEN a dash ""-"" will display instead of broadcaster info
AND the accessibility string should read ""Broadcasters not available"" | ""Transmisión no disponible""","1. WHEN broadcaster information is available for a game
2. WHEN broadcaster information is not available for a game",Home Feed,S497381,Manual,Greg Caron,9/13/24 17:30
C32575893,Final - Pitchers of Record,,Greg Caron,1/10/24 18:27,,"THEN show the pitchers of record: (record + era)
AND remove the pitcher player spot
AND remove the pitcher position abbreviation",,,GIVEN a Team Snapshot,1 - High Priority,HOME-1466,Home Surface/Team Snapshot Module/Players,1,,WHEN a game is in Final,,,,Home Feed,S497381,Manual,Greg Caron,10/4/24 16:02
C31038726,Players should be left-aligned and scrollable,,Greg Caron,7/19/23 13:14,,"THEN those players should be displayed left aligned
AND should be scrollable",,,GIVEN a team snapshot,2 - Medium Priority,"HOME-874, HOME-939",Home Surface/Team Snapshot Module/Players,1,,WHEN players are present in the view model data,,,,Home Feed,S497381,Manual,Greg Caron,9/13/24 17:30
C29939577,Final - Credited Pitcher Info Bar,,Greg Caron,1/11/23 17:12,,"THEN W, L, S will display for Win, Loss, Save pitchers
AND the pitcher's logo will follow
AND the pitcher's last name will follow (TBD if not known)
AND the pitcher's position will follow (ex. LHP)
AND the next line will contain the stats: inningsPitched, strikeOuts, earnedRuns in the format ex. 2.2 IP | 5 K, 0 ER
AND the default stat values should be 0 if the value is not present in the data)",,,GIVEN a user viewing the team snapshot Credited Pitcher info bar,2 - Medium Priority,HOMES-173,Home Surface/Team Snapshot Module/Players,1,,WHEN credited pitcher displays,,,,Home Feed,S497381,Manual,Greg Caron,9/13/24 17:31
C29995586,Live - Pitcher and Hitter position,,Greg Caron,1/23/23 12:22,,"THEN the pitcher should always be on the left
AND the hitter should always be on the right",,,GIVEN a user on the team snapshot,1 - High Priority,,Home Surface/Team Snapshot Module/Players,1,,WHEN a game in the Live state,,,,Home Feed,S497381,Manual,Greg Caron,10/4/24 16:02
C29995585,Preview - TBD Starting Pitcher,,Greg Caron,1/23/23 11:01,,"THEN the unannounced pitcher should show the fallback avatar spot
AND their name should be replaced with TBD
AND their stat line should be replaced with a dash
AND the Spanish translation will display when the device is set to Spanish, if configured",,,GIVEN a game in preview mode,2 - Medium Priority,HOME-158,Home Surface/Team Snapshot Module/Players,1,,WHEN the team hasn?t announced their starting pitcher,,,,Home Feed,S497381,Manual,Greg Caron,9/13/24 17:33
C34337904,Hide Scores - Hide player spot colors,,Greg Caron,11/21/24 16:25,,THEN the player spots should have the default grey background,,,"GIVEN a user on the team snapshot
AND a game is in Final",1 - High Priority,HOME-684,Home Surface/Team Snapshot Module/Players,1,,WHEN hide scores is on,,,,Home Feed,S497381,Manual,Greg Caron,11/21/24 17:44
C32769150,Top Performers - Basic,,Greg Caron,2/8/24 18:18,,,438s,,,1 - High Priority,HOME-1465,THome Surface/Team Snapshot Module/Top Performers,1,,,"1. GIVEN a game
WHEN the game is in a final state
AND the ?Top Performers? element is selected on in Contentful
Expected Result:
THEN show the game's Top Performers
AND the english title will be ""Top Performers""
AND the spanish title will be ""Mejores Actuaciones""
2. WHEN a top performer displays
Expected Result:
THEN show player tap story or spot
AND player useLastName
AND player summary statline","1. THEN show the game's Top Performers
AND the english title will be ""Top Performers""
AND the spanish title will be ""Mejores Actuaciones""
2. THEN show player tap story or spot
AND player useLastName
AND player summary statline","1. GIVEN a game
WHEN the game is in a final state
AND the ?Top Performers? element is selected on in Contentful
2. WHEN a top performer displays",Home Feed,S497381,Manual,Greg Caron,10/4/24 16:02
C32769151,Top Performers - Player Story Available,,Greg Caron,2/8/24 18:21,,,,,,2 - Medium Priority,HOME-1465,THome Surface/Team Snapshot Module/Top Performers,1,,,"1. GIVEN a top performer
WHEN a player tap story exists for that player
Expected Result:
THEN show the player tap story w/ action shot & outline
2. GIVEN a user
Expected Result:

WHEN the user clicks on the player tap story
THEN open the player tap story","1. THEN show the player tap story w/ action shot & outline
2.
WHEN the user clicks on the player tap story
THEN open the player tap story","1. GIVEN a top performer
WHEN a player tap story exists for that player
2. GIVEN a user",Home Feed,S497381,Manual,Greg Caron,2/8/24 18:23
C32769152,Top Performers - Player Story not Available,,Greg Caron,2/8/24 18:23,,,,,,2 - Medium Priority,HOME-1465,THome Surface/Team Snapshot Module/Top Performers,1,,,"1. GIVEN a top performer
WHEN a player tap story doesn?t exists for that player

Expected Result:
THEN show the player spot

2. GIVEN a user
WHEN the user clicks on the player spot
Expected Result:
THEN open the player page","1. THEN show the player spot

2. THEN open the player page","1. GIVEN a top performer
WHEN a player tap story doesn?t exists for that player

2. GIVEN a user
WHEN the user clicks on the player spot",Home Feed,S497381,Manual,Greg Caron,2/8/24 18:25
C32769153,Top Performers - User Has Hide Scores On,,Greg Caron,2/8/24 18:26,,,2s,,,2 - Medium Priority,HOME-1465,THome Surface/Team Snapshot Module/Top Performers,1,,,"1. GIVEN a user
WHEN the user has hide scores turned on

Expected Result:
THEN render a single dash (-) in place of the statline
AND render a single dash in place of the player last name
AND render a grey/avatar in place of the tap story/player spot
2. GIVEN a user
WHEN the user has hide scores turned on
AND the user clicks on a player avatar
Expected Result:
THEN continue to behave as a user with hide scores turned off","1. THEN render a single dash (-) in place of the statline
AND render a single dash in place of the player last name
AND render a grey/avatar in place of the tap story/player spot
2. THEN continue to behave as a user with hide scores turned off","1. GIVEN a user
WHEN the user has hide scores turned on

2. GIVEN a user
WHEN the user has hide scores turned on
AND the user clicks on a player avatar",Home Feed,S497381,Manual,Greg Caron,2/8/24 18:28
C32769765,Top - Performers - Analytics,,Greg Caron,2/8/24 18:44,,,,,,2 - Medium Priority,"HOME-1465, HOME-1492",THome Surface/Team Snapshot Module/Top Performers,1,,,"1. WHEN a user taps on a player tap story
Expected Result:
THEN the following tracking will be sent:
trackAction: MLB At Bat : <iPhone|Android> : Home Feed : <club abbreviation or MLB> : Favorite Team Snapshot : Top Performers : Story Click
action.element.text: <visible text on clicked element>
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionTitle: ""Favorite Team Snapshot""
action.element.sectionIndex: <section index of module>
action.element.moduletype: <type of module>
action.element.issmartmodule: <>
player.id: <player ID>
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>
2. WHEN a user taps on a player spot
Expected Result:
THEN the following tracking will be sent:
trackAction: MLB At Bat : <iPhone|Android> : Home Feed : <club abbreviation or MLB> : Favorite Team Snapshot : Top Performers : Player Spot Click
action.element.text: <visible text on clicked element>
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionTitle: ""Favorite Team Snapshot""
action.element.sectionIndex: <section index of module>
action.element.moduletype: <type of module>
action.element.issmartmodule: <>
player.id: <player ID>
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>","1. THEN the following tracking will be sent:
trackAction: MLB At Bat : <iPhone|Android> : Home Feed : <club abbreviation or MLB> : Favorite Team Snapshot : Top Performers : Story Click
action.element.text: <visible text on clicked element>
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionTitle: ""Favorite Team Snapshot""
action.element.sectionIndex: <section index of module>
action.element.moduletype: <type of module>
action.element.issmartmodule: <>
player.id: <player ID>
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>
2. THEN the following tracking will be sent:
trackAction: MLB At Bat : <iPhone|Android> : Home Feed : <club abbreviation or MLB> : Favorite Team Snapshot : Top Performers : Player Spot Click
action.element.text: <visible text on clicked element>
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionTitle: ""Favorite Team Snapshot""
action.element.sectionIndex: <section index of module>
action.element.moduletype: <type of module>
action.element.issmartmodule: <>
player.id: <player ID>
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>","1. WHEN a user taps on a player tap story
2. WHEN a user taps on a player spot",Home Feed,S497381,Manual,Greg Caron,2/8/24 18:46
C29944811,Product Links - Final,,Greg Caron,1/12/23 12:49,,,,,GIVEN a game is in Final,2 - Medium Priority,,THome Surface/Team Snapshot Module/Product Links,1,,,"1. WHEN the game is not Cancelled or Postponed
Expected Result:
THEN the following product links will display:
""Wrap? (Deep link to wrap)
""Box""
?Videos? (Deep link to video playlist)
?Story? (shows if story has url, triggers story popover)

Spanish:
""Resuumen""
""Num""
""Videos""
""Historias""
2. WHEN the game is Cancelled or is Postponed
Expected Result:
THEN the following product links will display:
?Details? (Deep link to details)
?Story? (shows iff story has url, triggers story popover)

Spanish:
""Detallis""
""Historias""","1. THEN the following product links will display:
""Wrap? (Deep link to wrap)
""Box""
?Videos? (Deep link to video playlist)
?Story? (shows if story has url, triggers story popover)

Spanish:
""Resuumen""
""Num""
""Videos""
""Historias""
2. THEN the following product links will display:
?Details? (Deep link to details)
?Story? (shows iff story has url, triggers story popover)

Spanish:
""Detallis""
""Historias""","1. WHEN the game is not Cancelled or Postponed
2. WHEN the game is Cancelled or is Postponed",Home Feed,S497381,Manual,Greg Caron,3/14/23 11:11
C29944813,Product Links - Live,,Greg Caron,1/12/23 13:29,,,,,GIVEN a user on the team snapshot matchup,2 - Medium Priority,"HOME-484, HOME-595, HOME-635",THome Surface/Team Snapshot Module/Top Performers,1,,,"1. WHEN a game is Live
AND the mediaState is set to on
Expected Result:
THEN the following product links will be present:

?Gameday? (Deep link to gameday)
?MLB.TV? (Deep link to live stream or paywall)
?Audio? (Deep link to live stream or paywall)
?Story? Trigger Game Story
2. WHEN a game is Live
AND the mediaState is set to off
Expected Result:
THEN the following product links will be present:

?Gameday? (Deep link to gameday)
?Story? Trigger Game Story","1. THEN the following product links will be present:

?Gameday? (Deep link to gameday)
?MLB.TV? (Deep link to live stream or paywall)
?Audio? (Deep link to live stream or paywall)
?Story? Trigger Game Story
2. THEN the following product links will be present:

?Gameday? (Deep link to gameday)
?Story? Trigger Game Story","1. WHEN a game is Live
AND the mediaState is set to on
2. WHEN a game is Live
AND the mediaState is set to off",Home Feed,S497381,Manual,Greg Caron,4/19/23 14:02
C29944812,Product Links - Preview,,Greg Caron,1/12/23 13:29,,,,,GIVEN a user on the Team Snapshot,2 - Medium Priority,"HOME-595, HOME-626, HOME-635, HOME-636",THome Surface/Team Snapshot Module/Top Performers,1,,WHEN a game is in Preview,"1. AND the mediaState is set to off
Expected Result:
THEN the following product buttons display:

?Preview? (Deep link to preview page)
?Tickets? (Webview link to buy tickets)
""Story"" (if story exists)
2. AND the mediaState is set to on
Expected Result:
THEN the following product buttons display:

?Preview? (Deep link to preview page)
?MLB.TV? (Deep link to live stream or paywall)
?Audio? (Deep link to live stream or paywall)
?Tickets? (Webview link to buy tickets)
""Story"" (if story exists)

Note: be sure to test the case where all 5 buttons display at once","1. THEN the following product buttons display:

?Preview? (Deep link to preview page)
?Tickets? (Webview link to buy tickets)
""Story"" (if story exists)
2. THEN the following product buttons display:

?Preview? (Deep link to preview page)
?MLB.TV? (Deep link to live stream or paywall)
?Audio? (Deep link to live stream or paywall)
?Tickets? (Webview link to buy tickets)
""Story"" (if story exists)

Note: be sure to test the case where all 5 buttons display at once","1. AND the mediaState is set to off
2. AND the mediaState is set to on",Home Feed,S497381,Manual,Greg Caron,5/15/23 12:38
C30203671,Partner Product Links,,Greg Caron,2/27/23 12:04,,,,,GIVEN a game in LIVE mode,2 - Medium Priority,"HOME-399, HOME-456",THome Surface/Team Snapshot Module/Top Performers,1,,,"1. WHEN the game is exclusively broadcast by Apple TV+

Expected Result:
THEN replace MLB.TV product link with Apple TV+
2. WHEN the game is exclusively broadcast by Peacock
Expected Result:
THEN replace MLB.TV product link with Peacock
3. WHEN the game is exclusively broadcast by YouTube
Expected Result:
THEN replace MLB.TV product link with YouTube
4. WHEN any of the partner links are tapped
Expected Result:
THEN EPG will open and the behavior will be the same as tapping the game from epg","1. THEN replace MLB.TV product link with Apple TV+
2. THEN replace MLB.TV product link with Peacock
3. THEN replace MLB.TV product link with YouTube
4. THEN EPG will open and the behavior will be the same as tapping the game from epg","1. WHEN the game is exclusively broadcast by Apple TV+

2. WHEN the game is exclusively broadcast by Peacock
3. WHEN the game is exclusively broadcast by YouTube
4. WHEN any of the partner links are tapped",Home Feed,S497381,Manual,Greg Caron,2/27/23 14:51
C30236134,Hide Media Links when no media,,Greg Caron,3/3/23 17:33,,THEN I will NOT see links to launch the media (Audio and MLB.tv),,,GIVEN a USER,2 - Medium Priority,HOME-454,THome Surface/Team Snapshot Module/Top Performers,1,,"WHEN I see a LIVE game without Media on Team Snapshot

ex. below seen in api response for game
""broadcasts"": [],
""dssMedia"": {
""audio"": [],
""mlbTv"": []
}",,,,Home Feed,S497381,Manual,Greg Caron,3/3/23 17:36
C31168163,PL - Scrolling behavior,,Greg Caron,8/9/23 13:59,,THEN the products link should scroll,,,GIVEN a FTS,2 - Medium Priority,HOME-967,THome Surface/Team Snapshot Module/Top Performers,1,,WHEN the list of product links is longer than the container due to the number of links and device display settings,,,,Home Feed,S497381,Manual,Greg Caron,8/9/23 14:00
C29844654,MLB.TV - Home Feed - Valid?,,Greg Caron,12/14/22 12:27,,THEN the home team's feed will launch by default,,,"GIVEN the app has been installed
AND the user has navigated to the Home Page selecting a team with a live audio feed available",2 - Medium Priority,,THome Surface/Team Snapshot Module/Game Links,1,,"WHEN the ""MLB.TV"" link is tapped",,,,Home Feed,S497381,Manual,Greg Caron,12/14/22 17:12
C29844655,MLB.TV - Favorite Team (Home),,Greg Caron,12/14/22 12:27,,THEN the favorite team's feed will launch by default,,,"GIVEN the user has a Favorite Team set
AND the Favorite team is playing
AND is the home team
AND the user has navigated to the Home Page",2 - Medium Priority,,THome Surface/Team Snapshot Module/Game Links,1,,"WHEN ""MLB.TV"" link is tapped",,,,Home Feed,S497381,Manual,Greg Caron,12/14/22 16:47
C29844656,MLB.TV - Favorite Team (Away),,Greg Caron,12/14/22 12:27,,THEN the favorite team's feed will launch by default,,,"GIVEN the user has a Favorite Team set
AND the Favorite team is playing
AND is the away team
AND the user has navigated to the Home Page",2 - Medium Priority,,THome Surface/Team Snapshot Module/Game Links,1,,"WHEN the ""MLB.TV"" link is tapped",,,,Home Feed,S497381,Manual,Greg Caron,12/14/22 17:02
C29844657,MLB.TV - Followed Team (Home) - Valid?,,Greg Caron,12/14/22 12:27,,THEN the Followed team's feed will launch by default,,,"GIVEN the user has a Followed Team set
AND the Followed team is playing
AND is the home team
AND the user has navigated to the Home Page",2 - Medium Priority,,THome Surface/Team Snapshot Module/Game Links,1,,"WHEN the ""MLB.TV"" link is tapped

(make sure the opposing team is not the user's Favorite Team or a Followed Team ranked higher)",,,,Home Feed,S497381,Manual,Greg Caron,12/14/22 16:52
C29844658,MLB.TV - Followed Team (Away) - Valid?,,Greg Caron,12/14/22 12:27,,Then the Followed team's feed will launch by default,,,"GIVEN the user has a Followed Team set
AND the Followed team is playing
AND is the away team
AND the user has navigated to the Team Page of either team in the matchup",2 - Medium Priority,,THome Surface/Team Snapshot Module/Game Links,1,,"WHEN a user taps the ""MLB.TV"" link in the top schedule snapshot

(make sure the opposing team is not the user's Favorite Team or a Followed Team ranked higher)",,,,Home Feed,S497381,Manual,Greg Caron,12/14/22 16:52
C29844659,MLB Audio - Home Feed - Valid?,,Greg Caron,12/14/22 12:27,,THEN the home team's feed will launch by default,,,"GIVEN the app has been installed
AND the user has navigated to the Home Page
AND a team with a live audio feed is selected",2 - Medium Priority,,THome Surface/Team Snapshot Module/Game Links,1,,"WHEN a user taps the ""Audio"" link in the top schedule snapshot",,,,Home Feed,S497381,Manual,Greg Caron,12/14/22 17:12
C29844660,MLB Audio - Favorite Team (Home),,Greg Caron,12/14/22 12:27,,THEN the favorite team's feed will launch by default,,,"GIVEN the user has a Favorite Team set
AND the Favorite team is playing
AND is the home team
AND the user has navigated to the Home Page",2 - Medium Priority,,THome Surface/Team Snapshot Module/Game Links,1,,"WHEN the ""Audio"" link is tapped",,,,Home Feed,S497381,Manual,Greg Caron,12/14/22 17:08
C29844661,MLB Audio - Favorite Team (Away),,Greg Caron,12/14/22 12:27,,THEN the favorite team's feed will launch by default,,,"GIVEN the user has a Favorite Team set
AND the Favorite team is playing
AND is the away team
AND the user has navigated to the Home Page",2 - Medium Priority,,THome Surface/Team Snapshot Module/Game Links,1,,"WHEN the ""Audio"" link is tapped",,,,Home Feed,S497381,Manual,Greg Caron,12/14/22 17:09
C29844662,MLB Audio - Followed Team (Home) - Valid?,,Greg Caron,12/14/22 12:27,,Then the Followed team's feed will launch by default,,,"GIVEN the user has a Followed Team set
AND the Followed team is playing
AND is the home team
AND the user has navigated to the Team Page of either team in the matchup",2 - Medium Priority,,THome Surface/Team Snapshot Module/Game Links,1,,"WHEN a user taps the ""Audio"" link in the top schedule snapshot

(make sure the opposing team is not the user's Favorite Team or a Followed Team ranked higher)",,,,Home Feed,S497381,Manual,Greg Caron,12/14/22 17:06
C29844663,MLB Audio - Followed Team (Away) - Valid?,,Greg Caron,12/14/22 12:27,,Then the Followed team's feed will launch by default,,,"GIVEN the user has a Followed Team set
AND the Followed team is playing
AND is the away team
AND the user has navigated to the Team Page of either team in the matchup",2 - Medium Priority,,THome Surface/Team Snapshot Module/Game Links,1,,"WHEN a user taps the ""Audio"" link in the top schedule snapshot

(make sure the opposing team is not the user's Favorite Team or a Followed Team ranked higher)",,,,Home Feed,S497381,Manual,Greg Caron,12/14/22 17:06
C30012362,Analytics - Card Header tap,,Greg Caron,1/25/23 16:06,,"THEN that team's page opens
AND the following tracking information is sent:

trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : Favorite Team Snapshot : Team Home Click""
action.element.text: <visible text on clicked element>
action.element.index: <index of item clicked in the array>
action.element.sectionIndex: <section index of module>
team.traffic: <team name abbreviation>",,,GIVEN a user on the team snapshot,2 - Medium Priority,HOME-153,THome Surface/Team Snapshot Module/Analytics,1,,WHEN the card header is tapped,,,,Home Feed,S497381,Manual,Greg Caron,2/2/23 16:01
C30012363,Analytics - Date Bar - Schedule tap,,Greg Caron,1/25/23 16:08,,"THEN the team schedule corresponding to team shown will open
AND the following tracking information is sent:

trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : Favorite Team Snapshot : Schedule Click""
action.element.index: <index of item clicked in the array>
action.element.sectionIndex: <section index of module>",,,GIVEN a user on the team snapshot,2 - Medium Priority,HOME-153,THome Surface/Team Snapshot Module/Analytics,1,,WHEN schedule link is tapped in the date bar,,,,Home Feed,S497381,Manual,Greg Caron,5/2/25 12:58
C30012364,Analytics - Date Bar - Game tap,,Greg Caron,1/25/23 16:09,,"THEN the that will be the active game
AND the following tracking information is sent:

trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : Favorite Team Snapshot : Game Select Click""
action.element.index: <index of item clicked in the array>
action.element.sectionIndex: <section index of module>
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>",,,GIVEN a user on the team snapshot,2 - Medium Priority,HOME-153,THome Surface/Team Snapshot Module/Analytics,1,,WHEN a game cell is tapped in the date bar,,,,Home Feed,S497381,Manual,Greg Caron,2/2/23 16:04
C30012365,Analytics - Pitching Info - Player tap,,Greg Caron,1/25/23 16:09,,"THEN that player's page opens
AND the following tracking information is sent:

trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : Favorite Team Snapshot : Player Click""
action.element.index: <index of item clicked in the array>
action.element.sectionIndex: <section index of module>
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>
player.id: <player ID>",,,GIVEN a user on the team snapshot,2 - Medium Priority,HOME-153,THome Surface/Team Snapshot Module/Analytics,1,,WHEN a player name or image is tapped in the pitching info section,,,,Home Feed,S497381,Manual,Greg Caron,2/2/23 16:06
C30012366,Analytics - Matchup tap,,Greg Caron,1/25/23 16:10,,"THEN either Game Preview, Gameday, or Game Wrap opens for that game
AND the following tracking information is sent:

trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : Favorite Team Snapshot : Matchup Click""
action.element.index: <index of item clicked in the array>
action.element.sectionIndex: <section index of module>
game.state: <preview, live, final>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>",,,GIVEN a user on the team snapshot,2 - Medium Priority,HOME-153,THome Surface/Team Snapshot Module/Analytics,1,,WHEN the matchup section is tapped,,,,Home Feed,S497381,Manual,Greg Caron,2/2/23 16:07
C30012367,Analytics - Product link tap,,Greg Caron,1/25/23 16:11,,"THEN the appropriate product page opens
AND the following tracking information is sent:

trackAction: ""MLB At Bat : Android : Home Feed : MLB : Favorite Team Snapshot : Gameday Click""
action.element.text: Gameday
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: 0
game.state: Live
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>",,,"GIVEN I am on teamsnapshot
AND I have a Live game
AND Teamsnapshot appears as the 1st element in Home Surface",2 - Medium Priority,HOME-153,THome Surface/Team Snapshot Module/Analytics,1,,"WHEN  I tap on ""Gameday"" product link for a ""Live"" game","1. WHEN  I tap on ""Audio"" product link for a ""Live"" game

Expected Result:
THEN the appropriate product page opens
AND the following tracking information is sent:

trackAction: ""MLB At Bat : Android : Home Feed : MLB : Favorite Team Snapshot : Audio Click""
action.element.text: Audio
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: 0
game.state: Live
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>
2. WHEN  I tap on ""MLB.TV"" product link for a ""Live"" game

Expected Result:
THEN the appropriate product page opens
AND the following tracking information is sent:

trackAction: ""MLB At Bat : Android : Home Feed : MLB : Favorite Team Snapshot : MLB.TV Click""
action.element.text: MLB.TV
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: 0
game.state: Live
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>","1. THEN the appropriate product page opens
AND the following tracking information is sent:

trackAction: ""MLB At Bat : Android : Home Feed : MLB : Favorite Team Snapshot : Audio Click""
action.element.text: Audio
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: 0
game.state: Live
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>
2. THEN the appropriate product page opens
AND the following tracking information is sent:

trackAction: ""MLB At Bat : Android : Home Feed : MLB : Favorite Team Snapshot : MLB.TV Click""
action.element.text: MLB.TV
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: 0
game.state: Live
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>","1. WHEN  I tap on ""Audio"" product link for a ""Live"" game

2. WHEN  I tap on ""MLB.TV"" product link for a ""Live"" game",Home Feed,S497381,Manual,Sid,2/11/23 12:56
C30107883,Analytics - Content Tap,,Greg Caron,2/13/23 17:51,,"THEN make a track state call with the following content:

trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : My Follows : Team Snapshot : <Article|Video> Click""
action.element.text: <visible text on clicked element - article or video title>
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: <section index of module>
action.element.sectionTitle: ?My Follows""
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>
team.traffic: <team name abbreviation>",,,GIVEN a team snapshot is configured,2 - Medium Priority,HOME-137,THome Surface/Team Snapshot Module/Analytics,1,,WHEN a user clicks on content in the team snapshot,,,,Home Feed,S497381,Manual,Greg Caron,2/13/23 17:54
C30107884,Analytics - Team Story Tap,,Greg Caron,2/13/23 17:57,,"THEN a track state call is sent with the following contents:

trackAction: ""MLB App : Home Feed : <club abbreviation or 'MLB'> : My Follows : Team Snapshot : Tap Story Click""
action.element.text: <visible text on clicked element>
action.element.index: <index of item clicked in the array>
action.element.targetUrl: <target URL>
action.element.sectionIndex: <section index of module>
action.element.sectionTitle: ?My Follows""
game.state: <live, final, preview>
game.matchup: <The teams facing off and date, in format Away @ Home @ YYYY-MM-DD>
game.pk: <game PK>
team.traffic: <team name abbreviation>",,,GIVEN a team snapshot,2 - Medium Priority,HOME-137,THome Surface/Team Snapshot Module/Analytics,1,,WHEN a user clicks on a team tap story,,,,Home Feed,S497381,Manual,Greg Caron,2/13/23 17:59
C30859336,HRD - Schedule: Info Displayed,,Greg Caron,6/15/23 9:10,,,,,GIVEN a favorite team snapshot module,2 - Medium Priority,"HOME-758, HOME-831",THome Surface/Team Snapshot Module/Home Run Derby,1,,,"1. WHEN a date has an MLB event
AND the event hasn?t started yet
Expected Result:
THEN show the date
AND event abbreviation
AND event start time
2. WHEN a date has an MLB event
AND the event is in progress



Expected Result:
THEN show the date
AND event abbreviation
AND ?Live?
3. WHEN a date has an MLB event
AND the event is completed

Expected Result:
THEN show the date
AND event abbreviation
AND event start time","1. THEN show the date
AND event abbreviation
AND event start time
2. THEN show the date
AND event abbreviation
AND ?Live?
3. THEN show the date
AND event abbreviation
AND event start time","1. WHEN a date has an MLB event
AND the event hasn?t started yet
2. WHEN a date has an MLB event
AND the event is in progress



3. WHEN a date has an MLB event
AND the event is completed",Home Feed,S497381,Manual,Greg Caron,6/26/24 11:20
