ID,Title,Automation Type,Created By,Created On,Estimate,Expected Result,Forecast,Milestone,Preconditions,Priority,References,Section,Section Depth,Section Description,Steps,Steps Separated,Steps Separated (Expected Result),Steps Separated (Step),Suite,Suite ID,Type,Updated By,Updated On
C33770332,Bilingual - Feature Flag,,Greg Caron,7/23/24 12:23,,THEN the language preferences section will not show in the topic selection screen,,,GIVEN a user is on the News tab topic selection page,2 - Medium Priority,"MLBAPP-2175, MLBAPP-1369",News Surface/Bilingual Support,0,,"WHEN the feature flag is set to false
Android: Firebase firebase news_enable_language_preference
iOS: Account Settings > Feature Flags > Flags Browser > ReleaseFlags > surfaceBuilder > supportCustomReadingLanguage",,,,News Feed,S647397,Manual,Greg Caron,7/23/24 17:28
C33931263,Bilingual - Tapping Content,,Greg Caron,8/26/24 10:20,,,,,GIVEN a user is on the News tab,2 - Medium Priority,"MLBAPP-2175, MLBAPP-1369",News Surface/Bilingual Support,0,,,"1. WHEN the device is set to Spanish
AND the language selected in news settings is either English or Spanish
AND content is tapped
Expected Result:
THEN the content will open in the language selected in news settings
2. WHEN the device is set to English
AND the language selected in news settings is either Spanish or English
AND content is tapped
Expected Result:
THEN the content will open in the language selected in news settings","1. THEN the content will open in the language selected in news settings
2. THEN the content will open in the language selected in news settings","1. WHEN the device is set to Spanish
AND the language selected in news settings is either English or Spanish
AND content is tapped
2. WHEN the device is set to English
AND the language selected in news settings is either Spanish or English
AND content is tapped",News Feed,S647397,Manual,Greg Caron,8/26/24 10:25
C33963189,Bilingual - Default selected language,,Greg Caron,8/27/24 11:34,,,,,"GIVEN an MLB App user
AND ""Continue to News Feed"" / ""Continua hacia el feed de News""  has not been tapped since a fresh install",2 - Medium Priority,"MLBAPP-2420, MLBAPP-2427",News Surface/Bilingual Support,0,,,"1. WHEN the device language is changed to Spanish
AND the News topic selection screen is viewed
Expected Result:
THEN the Languages and Preferences (Preferencias de Lenguaje) section will show Spanish (Espanol) selected
AND the selectable topics and News content will be in Spanish
2. WHEN the MLB App is freshly installed after the device language is set to Spanish
AND the News topic selection screen is viewed
Expected Result:
THEN the Languages and Preferences (Preferencias de Lenguaje) section will show Spanish (Espanol) selected
AND the selectable topics and News content will be in Spanish
3. WHEN the device language is changed to English
AND the News topic selection screen is viewed
Expected Result:
THEN the Languages and Preferences section will show English selected
AND the selectable topics and News content will be in English
4. WHEN the MLB App is freshly installed after the device language is set to English
AND the News topic selection screen is viewed
Expected Result:
THEN the Languages and Preferences section will show English selected
AND the selectable topics and News content will be in English
5. WHEN ""Continue to News Feed"" / ""Continua hacia el feed de News"" is tapped
AND the app is not subsequently reinstalled
Expected Result:
THEN the selected language will persist regardless of changes to the device language
AND the topics and News content will be in the selected language","1. THEN the Languages and Preferences (Preferencias de Lenguaje) section will show Spanish (Espanol) selected
AND the selectable topics and News content will be in Spanish
2. THEN the Languages and Preferences (Preferencias de Lenguaje) section will show Spanish (Espanol) selected
AND the selectable topics and News content will be in Spanish
3. THEN the Languages and Preferences section will show English selected
AND the selectable topics and News content will be in English
4. THEN the Languages and Preferences section will show English selected
AND the selectable topics and News content will be in English
5. THEN the selected language will persist regardless of changes to the device language
AND the topics and News content will be in the selected language","1. WHEN the device language is changed to Spanish
AND the News topic selection screen is viewed
2. WHEN the MLB App is freshly installed after the device language is set to Spanish
AND the News topic selection screen is viewed
3. WHEN the device language is changed to English
AND the News topic selection screen is viewed
4. WHEN the MLB App is freshly installed after the device language is set to English
AND the News topic selection screen is viewed
5. WHEN ""Continue to News Feed"" / ""Continua hacia el feed de News"" is tapped
AND the app is not subsequently reinstalled",News Feed,S647397,Manual,Greg Caron,8/28/24 14:27
C34081544,Module Display Configuration,,Greg Caron,9/13/24 17:50,,Then render modules set in Contentful,,,Given display modules set in Contentful,2 - Medium Priority,,News Surface/Pill Menu,0,,When fav team news pill is loaded,,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081545,Surface Collection: Midfield: Pinned surfaces,,Greg Caron,9/13/24 17:50,,THEN the Pinned surfaces are returned,,,GIVEN a Surface Collection configured in Contentful with both ?regular' and Pinned surfaces,2 - Medium Priority,,News Surface/Pill Menu,0,,WHEN the query for Pinned surfaces is made,,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081546,Pinned Surfaces Display First,,Greg Caron,9/13/24 17:50,,"THEN the pinned surfaces will display first in the pill list
AND they will be sorted in the order shown in Contentful",,,GIVEN surfaces are added as Pinned Surfaces for a Contentful surface collection,2 - Medium Priority,,News Surface/Pill Menu,0,,WHEN the News page is viewed,,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081538,Build UI of screen (empty state),,Greg Caron,9/13/24 17:49,,"THEN they will see this screen giving them the option to select what pills they interest them the most
AND a close button giving them an option to dismiss the menu",,,GIVEN a user is accessing the new News experience for the first time,2 - Medium Priority,MLBAPP-1149,News Surface/Topic collection Onboarding,0,,WHEN they have continued passed the Feature Onboarding Tutorial,,,,News Feed,S647397,Manual,Greg Caron,4/22/25 13:12
C34081539,Build UI of screen (selected state),,Greg Caron,9/13/24 17:49,,"THEN they will see this screen giving them the option to select up to (4) topics that interest them most
AND when they select their topics they will be added ?above the line? as part of their selected lists",,,GIVEN a user is accessing the new News experience for the first time,2 - Medium Priority,MLBAPP-1149,News Surface/Topic collection Onboarding,0,,WHEN they have continued passed the Feature Onboarding Tutorial,,,,News Feed,S647397,Manual,Greg Caron,4/22/25 13:13
C34081540,Sort pills based on selection,,Greg Caron,9/13/24 17:49,,THEN the pills will be sorted in the order shown in settings,,,GIVEN a user has made their selections,2 - Medium Priority,MLBAPP-1149,News Surface/Topic collection Onboarding,0,,WHEN they load the news feed,,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:49
C34081541,Tapping filter button launches this screen,,Greg Caron,9/13/24 17:49,,THEN this screen will launch allowing them to edit their selections,,,GIVEN a user is on the news index,2 - Medium Priority,MLBAPP-1149,News Surface/Topic collection Onboarding,0,,WHEN they tap the edit / filter button,,,,News Feed,S647397,Manual,Greg Caron,4/22/25 13:14
C34081542,Deselect Logic,,Greg Caron,9/13/24 17:49,,THEN this will get added back to the end of the list of pills below the line,,,GIVEN a user is on the Topic Collection page with entries already added,2 - Medium Priority,MLBAPP-1149,,0,,WHEN they tap a topic that is selected / activated and is above the line,,,,News Feed,S647397,Manual,Greg Caron,4/22/25 13:15
C34081543,Pinned Surfaces Do not display in preferred topic list,,Greg Caron,9/13/24 17:49,,THEN the pinned surface will not be in the list,,,GIVEN a surface is added as a Pinned Surface for a Contentful surface collection,2 - Medium Priority,MLBAPP-2366,News Surface/Topic collection Onboarding,0,,WHEN the preferred topics list is viewed in the MLBAPP News page settings,,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:49
C34081526,"Featured Article or video with Autoplay Enabled - Invalid, article thumbnail autoplay is no longer supported",,Greg Caron,9/13/24 17:49,,,,,,2 - Medium Priority,MLBAPP-1220,News Surface/Grid behavior,0,,"GIVEN that an article is tagged as featured and autoplay is enabled
WHEN it loads in the module
THEN the video in the playback URL that?s embedded in the article will be the thumbnail item that autoplays on the index
AND tapping that autoplaying thumbnail will load the article",,,,News Feed,S647397,Manual,Greg Caron,5/12/25 17:47
C34081527,Video Content Type in Selection List,,Greg Caron,9/13/24 17:49,,,,,,2 - Medium Priority,MLBAPP-1220,News Surface/Grid behavior,0,,"GIVEN that a video is part of the selection list feeding the module
WHEN displayed on the client
THEN the item will have the appropriate video decorations: play button and video duration stamp",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:49
C34081528,Tapping an Article or Video,,Greg Caron,9/13/24 17:49,,,,,,2 - Medium Priority,MLBAPP-1220,News Surface/Grid behavior,0,,"GIVEN that the module has loaded
WHEN a user taps on an article
THEN the article will launch
AND when a user taps on a video
THEN the video player will launch",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:49
C34081529,6-12 Tap Stories in List,,Greg Caron,9/13/24 17:49,,"THEN create the grid in the appropriate 3x2 4x2, 5x2 and 6x2 (mobile), 2x3, 3x3, 4x3 (ipad) row x column configurations

Replicate this test for 6, 9, 12",,,GIVEN the Tap Story Stack Module is configured in Contentful,2 - Medium Priority,MLBAPP-1221,News Surface/Tap story stack,0,,WHEN 6 - 12 tap stories are in the selection list,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 18:03
C34081530,Truncate the list to the lower multiple of the module,,Greg Caron,9/13/24 17:49,,"THEN create the grid in the appropriate 3x2 4x2, 5x2 and 6x2 (mobile), 2x3, 3x3, 4x3 (ipad) row x column configurations
AND truncate the list to the lower multiple of the module

Replicate this test for 7,8,10,11,13
e.g. 7 tap stories received = use 3 rows by 2 column grid Tap Story Stack Module",,,GIVEN the Tap Story Stack Module is configured in Contentful,2 - Medium Priority,,News Surface/Tap story stack,0,,WHEN 6 - 12 tap stories are in the selection list,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 18:02
C34081531,More than 12 or Less than 6 Tap Stories in List,,Greg Caron,9/13/24 17:49,,THEN do not display the module at all,,,GIVEN  the Tap Story Stack Module is configured in Contentful,2 - Medium Priority,MLBAPP-1221,News Surface/Tap story stack,0,,WHEN more than 12 ore less than 6 tap stories are in the selection list,,,,News Feed,S647397,Manual,Greg Caron,4/2/25 18:04
C34081532,1 Tap Story in List,,Greg Caron,9/13/24 17:49,,,,,,2 - Medium Priority,MLBAPP-1200,News Surface/Tap  story,0,,"GIVEN that 1 article is in the selection list
AND the Single Tap Story Module is configured in Contentful
THEN display that article in the appropriate Single Tap Story UI",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:49
C34081533,2 Tap Stories in List,,Greg Caron,9/13/24 17:49,,,,,,2 - Medium Priority,MLBAPP-1200,News Surface/Tap  story,0,,"GIVEN that 2 tap stories are in the selection list
AND the Duo Tap Story Module is configured in Contentful
THEN display that article in the appropriate Duo Tap Story UI
AND place 1 story link in per story cell",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:49
C34081534,3 Tap Stories in List,,Greg Caron,9/13/24 17:49,,,,,,2 - Medium Priority,MLBAPP-1200,News Surface/Tap  story,0,,"GIVEN that 3 tap stories are in the selection list
AND the Trio Tap Story Module is configured in Contentful
THEN display that article in the appropriate Trio Tap Story UI
AND place 1 story link in per story cell",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:49
C34081535,More than 3 tap stories,,Greg Caron,9/13/24 17:49,,,,,,2 - Medium Priority,,News Surface/Tap  story,0,,,,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:49
C34081547,8 to 20 articles or videos are in the selection list | NO FEATURED ITEM,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,,News Surface/Quartet grid,0,,"GIVEN that 8 - 20 articles or videos are in the selection list
AND the Quartet Module is configured in Contentful
THEN create the grid in the appropriate 2x4, 3x4 ,4x4, or 5x4 row x column configurations",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081548,Truncate the list to the lower multiple of the module | NO FEATURED ITEM,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,,News Surface/Quartet grid,0,,"GIVEN that 8 -20 articles or videos are in the selection list
AND the Quartet Module is configured in Contentful
THEN create the grid in the appropriate 2x4, 3x4 ,4x4, or 5x4 row x column configurations
AND truncate the list to the lower multiple of the module

Replicate this test for numbers that are not multiple of 4.
e.g 14 articles received = use 3 rows by 4 column grid Quartet (Truncate article list down to 12 articles to fill Quartet x3)",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081549,5 articles or videos are in the selection list | FEATURED ITEM,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,,News Surface/Quartet grid,0,,"GIVEN that 5 articles or videos are in the selection list and there is a featured item
AND the Quartet Module is configured in Contentful
THEN pull the featured item out of the list and place it as a featured article on top of the grid with appropriate visual treatment
AND create the grid in the appropriate 1x4 column configurations",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081550,Truncate the list to the lower multiple of the module | FEATURED ITEM,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,,News Surface/Quartet grid,0,,"GIVEN that 5 articles or videos are in the selection list and there is a featured item
AND the Quartet Module is configured in Contentful
THEN pull the featured item out of the list and place it as a featured article on top of the grid with appropriate visual treatment
AND create the grid in the appropriate 1x4 column configurations
AND truncate the list to the lower multiple of the module

e.g 6 articles received = use 1 rows by 4 column grid Quartet (Truncate article list down to 4 articles to fill Quartet)",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081551,8 to 20 articles or videos are in the selection list | FEATURED ITEM & BREAKING NEWS,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,,News Surface/Quartet grid,0,,"GIVEN the feature flag is enabled and the breaking news flag is enabled
AND the Quartet Module is configured in Contentful
THEN pull the featured item out of the list and place it as a featured article on top of the grid with appropriate visual treatment
AND display the breaking news badge replacing contentPreview.large with contentPreview.hero",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081552,Less than 8 articles or videos are in the selection list,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,,News Surface/Quartet grid,0,,"GIVEN that less than 8 articles are in the selection list
AND the Quartet Module is configured in Contentful
THEN do not display the module at all",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081557,9 to 15 articles or videos are in the selection list | NO FEATURED ARTICLE,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,,News Surface/Trio grid,0,,"GIVEN that 9 - 15 articles or videos are in the selection list
AND the Trio Module is configured in Contentful
THEN create the grid in the appropriate 3x3, 4x3, 5x3, row x column configurations

Replicate this test for 9, 12, 15",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081558,Truncate the list to the lower multiple of the module | NO FEATURED ARTICLE,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,,News Surface/Trio grid,0,,"GIVEN that 9 - 15 articles or videos are in the selection list
AND the Trio Module is configured in Contentful
THEN create the grid in the appropriate 3x3, 4x3, 5x3, row x column configurations
AND truncate the list to the lower multiple of the module

Replicate this test for 10, 11, 13, 14, 16
e.g. 11 articles received = use 3 rows by 3 column grid Trio (Truncate article list down to 9 articles to fill Trio x3)",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081559,4 articles or videos  are in the selection list | FEATURED ARTICLE,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,,News Surface/Trio grid,0,,"GIVEN that 4 articles  or videos are in the selection list and there is a featured item
AND the Trio Module is configured in Contentful
THEN pull the featured item out of the list and place it as a featured article on top of the grid with appropriate visual treatment
AND create the grid in the appropriate 1x3 column configurations",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081560,Truncate the list to the lower multiple of the module | FEATURED ARTICLE,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,,News Surface/Trio grid,0,,"GIVEN that 4 articles  or videos are in the selection list and there is a featured item
AND the Trio Module is configured in Contentful
THEN pull the featured item out of the list and place it as a featured article on top of the grid with appropriate visual treatment
AND create the grid in the appropriate 1x3 column configurations
AND truncate the list to the lower multiple of the module

e.g. 14 articles received = use 4 rows by 3 column grid Trio (Truncate article list down to 3 articles to fill Trio)",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081561,8 to 20 articles or videos are in the selection list | FEATURED ITEM & BREAKING NEWS,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,,News Surface/Trio grid,0,,"GIVEN the feature flag is enabled and the breaking news flag is enabled
AND the Trio Module is configured in Contentful
THEN pull the featured item out of the list and place it as a featured article on top of the grid with appropriate visual treatmen
AND display the breaking news badge replacing contentPreview.large with contentPreview.hero",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081562,Less than 4 articles or videos are in the selection list,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,,News Surface/Trio grid,0,,"GIVEN that less than 4 articles or videos are in the selection list
AND the Trio Module is configured in Contentful
THEN do not display the module at all",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081553,Less than 6 articles or videos  are in the selection list,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,MLBAPP-1197,News Surface/Duo grid,0,,"GIVEN that less than 6 articles are in the selection list
AND the Duo Module is configured in Contentful
THEN do not display the module at all",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081554,6 to 12 articles or videos are in the selection list,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,MLBAPP-1197,News Surface/Duo grid,0,,"GIVEN that 6 -12 articles are in the selection list
AND the Duo Module is configured in Contentful
THEN create the grid in the appropriate 3x2, 4x2, 5x2, or 6x2 row x column configurations

Replicate this test case for 6, 8, 10 & 12",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081555,Truncate the list to the lower multiple of the module,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,MLBAPP-1197,News Surface/Duo grid,0,,"GIVEN that 6 -12 articles are in the selection list
AND the Duo Module is configured in Contentful
THEN create the grid in the appropriate 3x2, 4x2, 5x2, or 6x2 row x column configurations
AND truncate the list to the lower multiple of the module

Replicate this test for 7, 9 & 11

e.g. 7 articles received = use 3 rows by 2 column grid (Truncate article list down to 6 articles to fill Duo x3)
e.g. 11 articles received = use 5 rows by 2 column grid (Truncate article list down to 10 articles to fill Duo x5)",,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
C34081556,More than 13 articles or videos are in the selection list,,Greg Caron,9/13/24 17:50,,,,,,2 - Medium Priority,MLBAPP-1197,News Surface/Duo grid,0,,TBD,,,,News Feed,S647397,Manual,Greg Caron,9/13/24 17:50
